StudyHours,AttendancePercent,PreviousScore,SleepHours,AssignmentsCompleted,InternetAccess,ParentalEducationLevel,FamilyIncomeLevel,ExtracurricularParticipation,ScreenTimeHours,MotivationLevel,TeacherSupportRating,PeerStudyHours,HealthRating,FinalScore
4.560699842,74.29358796,33.96099593,8.05080545,7,0,1,3,0,7.616328328,2,5,4.438290319,2,84.87978135
7.851759614,62.83882839,56.17447329,6.148366817,1,1,2,5,0,5.259532291,3,5,3.189896887,2,99.66347711
1.996737822,64.2436451,96.11140079,7.749299656,3,0,3,5,0,2.782388067,5,1,4.259197384,3,93.58964698
5.142344384,65.36449825,74.92140781,8.565207334,1,0,1,3,1,7.469035644,4,2,1.80485728,4,86.75937088
5.924145689,90.15129489,77.00354041,6.860614819,3,0,3,3,1,6.427210277,5,4,0.728260455,3,101.9687811
0.464504127,76.95806383,74.25975075,4.903925753,9,1,1,2,0,5.020999381,5,4,1.661685901,1,90.4688458
6.075448519,65.56538496,43.92944973,5.343988075,6,0,2,4,1,5.86948151,5,5,2.276321737,3,93.08700767
1.705241237,80.51668917,59.28337049,4.993222884,8,1,5,1,0,7.470214485,5,4,2.667036876,3,88.46963015
0.65051593,85.80753371,82.56578589,5.234285138,7,1,2,1,1,5.986758199,4,3,2.554046079,2,91.89496521
9.488855373,63.63120004,37.09610283,5.532077247,8,1,4,5,0,3.578621553,4,2,2.730272962,2,111.406071
9.656320331,70.67745508,49.44969433,6.775668934,7,0,4,5,0,5.991197416,5,2,4.208528826,4,114.8565198
8.083973481,56.09430467,49.34233759,6.939958147,1,0,1,2,1,1.281947139,3,2,0.850506231,3,89.1833398
3.046137692,59.05746748,60.24132493,6.132498736,6,0,4,3,1,3.704908933,5,3,1.580256476,3,95.86252554
0.97672114,84.0558927,98.62581187,7.077103899,1,1,2,1,1,3.844261223,4,1,4.443042452,4,93.69735504
6.842330265,59.07191738,34.72517827,4.407874628,10,0,3,2,1,2.167867641,2,3,2.802291023,5,96.0638534
4.401524937,76.25816918,66.30906961,4.438941185,1,1,2,5,1,1.161598364,5,2,2.916949352,4,92.30578926
1.220382348,85.45231309,42.55552774,4.859147302,3,0,1,5,0,1.933668656,5,2,2.390312723,2,73.9008772
4.951769101,55.34384615,97.94735818,6.59038749,0,0,4,1,0,5.582350471,5,2,2.744873175,2,101.4831187
0.343885211,78.36561098,37.93124533,5.069973393,4,0,3,5,0,6.616021715,5,4,0.990398653,3,54.20837986
9.093204021,62.82813919,58.25207017,5.416422017,5,0,5,5,1,7.917424449,1,1,2.734334497,2,92.06479436
2.587799816,98.14634376,81.65194894,6.001564181,8,1,3,4,1,3.424544522,5,3,4.98586564,4,116.4422592
6.625222844,74.17728234,79.31880996,8.05933062,9,1,3,3,0,5.195654556,4,2,2.830237865,3,119.038096
3.117110761,90.29962749,59.59100458,4.06931068,7,1,2,5,0,7.560014768,4,5,0.222012328,4,89.36659376
5.200680212,77.51132711,54.25669176,7.246894101,1,1,5,4,0,2.169292469,1,1,3.982178222,4,79.41734698
5.467102793,52.17062664,57.8328665,7.344382655,0,0,1,2,0,6.023519104,5,5,1.982377144,3,86.71294089
1.848544555,81.65756878,48.49933842,7.993278902,1,1,1,5,1,6.284851132,3,1,0.768380743,5,55.81304169
9.695846278,97.57016711,44.37330571,8.663764695,6,1,3,2,0,1.622828751,5,2,4.312599031,2,125.2170392
7.751328234,80.08059101,63.81277883,4.100689245,3,1,3,5,1,7.028745696,4,1,0.989866278,1,98.32059099
9.394989416,90.95944297,48.79736292,4.768918528,9,0,4,1,0,6.69173533,2,1,4.603836949,1,117.5966611
8.948273504,94.21032317,50.12231654,8.43085647,4,1,5,4,1,1.233821046,2,2,2.208982452,1,101.8939083
5.978999788,61.4039886,75.97292444,6.292592811,6,1,3,4,1,1.637590904,3,5,3.713954174,2,114.7810261
9.21874235,60.602242,97.79761322,6.822953195,2,0,4,1,1,1.343888257,5,5,2.734979252,5,139.3509445
0.884925021,80.54904944,72.25460404,7.315136019,9,0,5,3,1,3.343204723,1,4,1.28313402,4,81.6147953
1.959828624,70.55142349,35.38856269,7.395333022,1,1,1,4,0,4.565022935,5,5,3.355450872,3,68.6100591
0.452272889,91.99306514,35.29085297,8.658702017,6,1,4,2,0,4.726434096,3,5,4.789562754,5,71.37823191
3.253303308,95.00115617,96.59962546,8.984747087,4,0,5,4,0,2.873667318,3,1,3.848184834,1,103.1065685
3.886772897,67.67106897,50.81035532,7.600787305,0,1,4,3,1,7.381178206,3,4,3.020089983,2,67.72683566
2.713490318,61.84352795,36.44468903,5.436106046,0,0,3,2,0,3.577839529,2,2,4.953140541,2,65.99936496
8.287375092,89.02627576,71.9331211,8.398762011,8,1,2,2,0,1.318851092,5,2,1.326633337,3,132.5527122
3.567533267,63.74030178,73.65541448,4.246104573,4,1,1,1,0,3.101589781,5,3,0.31170744,4,80.49954129
2.809345097,91.13071593,75.39533741,5.155404264,0,1,3,5,1,4.717765958,1,4,0.160654331,5,78.56108096
5.426960832,71.18691268,48.71814195,8.486928587,6,1,3,1,1,3.857552758,3,1,3.553439398,5,99.11766382
1.40924225,83.37749496,31.0577479,5.280957572,8,1,5,5,1,2.916897634,3,3,4.151161824,5,79.87929543
8.021969808,54.77676569,97.55107586,5.103255298,10,0,4,1,0,1.919262748,4,3,3.175502687,4,141.3977518
0.745506437,81.19296623,47.5625132,4.690626466,0,0,1,5,0,6.734151501,4,2,4.525132987,4,63.18280568
9.868869366,72.58838394,77.32184016,8.295558788,9,1,3,4,0,7.973016695,2,5,3.489880237,4,134.2798127
7.722447693,79.33042316,79.46409089,6.500291296,3,1,5,2,1,3.306794935,5,1,1.854773232,3,119.7304354
1.987156815,58.40071039,72.7005192,7.374466015,2,1,1,5,0,3.671347309,1,4,0.906291458,2,72.15738142
0.055221171,86.84368725,51.90351759,5.19533192,4,0,4,4,1,5.326262673,1,3,4.623237393,1,64.61946161
8.154614285,93.13985388,48.97673776,7.790202105,6,0,3,3,1,6.029090323,3,1,0.51798575,4,94.46390167
7.068573438,60.83699,71.83677979,7.800027725,7,0,3,1,1,3.744206744,1,2,2.714942019,2,96.33833024
7.29007168,54.78572778,90.62669435,5.562990125,1,0,3,3,1,7.334506619,3,3,1.570039626,4,92.13527137
7.712703467,51.1819293,96.27136102,6.053413165,6,0,1,4,0,4.920027925,5,3,1.357075038,1,107.4542301
0.740446517,82.09857502,37.41340631,5.048451387,0,0,1,3,0,4.152730535,1,2,3.22917426,4,46.73800975
3.584657285,80.3547018,40.83800288,8.882805117,6,0,1,3,1,5.526709272,3,2,1.156184687,2,83.88647746
1.158690595,77.33487064,96.13153811,7.228012885,7,0,1,4,0,7.669626938,5,2,4.581825534,3,88.6329468
8.631034259,61.59735481,81.55746598,8.672719404,1,1,5,2,1,6.561866061,5,1,2.030219545,1,110.1002702
6.232981268,69.5452998,91.80956774,5.516927718,8,0,2,5,0,1.280091914,3,1,3.386876734,2,121.5580204
3.308980249,79.72381676,44.18428439,7.909454565,0,0,5,1,0,3.326169375,3,1,3.638778587,5,70.75451763
0.635583503,74.83834294,71.13101098,7.829293219,5,0,3,5,1,4.293812795,2,5,3.414708473,5,84.67607102
3.109823217,99.38927601,79.07977161,7.458278259,0,0,5,1,1,3.201623005,5,3,4.517001204,5,99.76430432
3.25183322,56.82198763,77.60783198,8.828194876,2,1,4,5,1,5.901312926,3,1,1.155654318,3,79.8380301
7.296061783,84.7572277,58.57061836,5.967776681,10,0,1,3,1,6.783884049,5,5,0.430272723,4,119.8078515
6.375574714,70.21593841,31.07764242,4.653586618,5,1,4,2,0,6.119415666,1,3,0.277328486,4,77.32740079
8.872127426,71.40998075,70.80482398,7.358544296,2,1,4,3,1,7.925333008,4,1,4.389220752,4,106.0933824
4.722149252,85.87988828,47.71710774,7.646549002,7,1,3,2,0,2.907833535,4,2,4.86643525,3,96.78046925
1.195942459,84.62180757,61.51779723,6.875302867,4,0,1,4,1,7.124926465,3,4,1.512632706,5,65.82200531
7.132447872,99.56279969,97.03067106,5.034089466,1,0,4,1,0,6.366358656,3,1,3.467569618,4,115.8713736
7.607850486,56.41971447,57.93247223,6.522279708,3,0,3,1,1,3.535251303,5,4,0.044563921,3,108.6385584
5.612771976,55.20548247,88.78611247,5.560948683,8,1,1,4,0,6.138871806,3,1,0.943157551,3,100.5671505
7.7096718,86.21694086,43.1978424,6.137332641,3,1,2,5,0,1.728531695,5,2,3.446371912,2,111.8390973
4.937955964,78.91934585,77.07223486,7.226092879,9,1,3,4,0,6.525334376,3,4,0.329435697,4,97.12902104
5.227328294,63.70803333,98.39048681,7.726073713,9,1,5,4,1,4.726314218,5,5,2.34255025,5,125.9558893
4.275410184,53.97096845,37.13251706,5.161123455,7,0,1,2,1,3.046031209,3,2,3.312916322,1,69.42374761
0.254191267,54.28291248,30.58239596,6.026626803,4,0,4,4,1,5.590441112,2,4,3.829790857,3,43.16991043
1.07891427,94.70954373,60.35079548,5.345807855,10,0,4,1,1,5.491339991,5,4,2.269079569,2,102.7853261
0.314291857,59.59336624,36.48378381,4.993158069,10,1,5,3,0,2.466403559,2,2,3.151420197,1,65.13875784
6.364104113,66.16857811,82.38690448,7.9169361,9,1,5,2,0,1.212781904,2,2,2.697878148,3,115.3826801
3.143559811,61.33282011,94.01840647,8.546263472,0,0,4,2,0,4.035358108,2,2,0.26152886,2,78.83327015
5.085706912,67.74981529,60.38146809,5.851160928,6,0,1,5,1,4.986583085,2,3,3.714023436,4,95.98787796
9.075664739,53.47119214,48.10981495,7.756394622,2,1,3,3,0,7.136236949,1,5,0.861809579,2,86.89782892
2.492922291,75.95298955,60.40823233,8.484976447,9,0,5,2,0,7.49751757,4,1,0.159027656,3,81.87065329
4.10382923,53.38062818,80.64134725,8.230621053,7,0,5,4,1,4.701636527,1,4,2.255839581,4,89.77361739
7.555511385,90.01782539,30.63379131,4.914066943,2,1,5,2,1,6.276624386,3,1,4.328187936,5,81.45384204
2.287981655,61.6856041,71.26177926,8.781459408,0,1,2,2,0,4.075122906,3,2,0.754147188,2,64.69630519
0.769799098,77.00059573,72.93041794,5.883382202,4,1,1,2,1,6.222575096,4,5,0.064287671,1,78.94914702
2.897514529,94.00395438,74.63817728,5.696203306,1,0,1,5,1,2.433610675,4,5,0.549896179,4,91.79354544
1.612212873,82.54386845,46.9415456,4.312156636,10,1,1,2,1,3.597453144,4,3,1.818295572,4,85.05256927
9.296976523,76.64788933,79.98369064,6.430868271,3,0,1,2,1,5.439595992,2,2,2.90085935,5,117.5756148
8.081203796,66.21668766,36.39740404,4.545068078,0,0,1,5,0,1.127105759,1,4,0.96506067,2,86.3925137
6.334037565,66.65009565,43.94892355,5.242699105,8,1,4,3,0,6.057229172,3,3,4.009820025,1,98.93304798
8.714605902,83.47434776,91.42290327,5.584713109,5,0,5,1,0,6.848748509,1,2,3.766485603,5,109.4374837
8.036720769,99.70696806,81.71062055,8.044131617,7,1,4,5,0,3.793991628,1,3,3.479318083,2,127.5495322
1.865700589,83.09195949,30.96218878,8.377443252,10,1,2,5,0,4.13559692,1,1,2.437349042,1,63.55138341
8.925589985,77.88917087,47.38633823,5.512331587,3,0,3,2,1,6.958975486,4,2,1.826084776,1,101.1272948
5.393422419,86.53252551,45.00845381,8.293490606,8,0,5,2,0,6.429582447,4,4,1.877933105,3,94.78676066
8.074401552,73.26028061,48.95644296,8.286154687,1,1,2,1,0,3.017046423,3,4,2.515352675,1,104.8447557
8.960912999,53.00711713,47.32918392,7.823254752,8,1,4,2,1,3.267832746,3,2,0.386573434,2,113.4645243
3.18003475,78.11484079,34.3768407,4.73347557,4,1,3,4,1,5.752147627,3,3,3.411527314,5,71.83655598
1.100519245,97.88126423,62.12583616,7.451614235,5,1,2,2,1,4.942386647,1,5,1.75753772,5,77.15558869
2.279351625,58.76514712,81.29134324,8.725120323,2,1,3,2,0,2.135606998,4,2,1.12379389,3,85.17886822
4.271077886,84.50024454,72.47122073,7.412702394,3,1,2,4,1,3.169509365,2,4,1.391635352,2,95.88657523
8.180147659,60.04668443,77.1010168,5.658084246,5,0,4,1,1,7.299882938,1,1,0.901471426,1,94.80111938
8.607305833,76.79138422,35.6804425,6.502896587,6,0,3,4,1,5.817221057,5,4,4.507840428,3,115.2230999
0.069521305,54.83382248,96.60434971,7.228625217,0,0,2,5,0,7.901820224,1,5,0.845187582,4,68.00361152
5.107473026,72.51854681,88.69442837,6.552852044,6,0,4,4,1,6.36908771,4,4,4.414630594,2,108.4796628
4.174110031,87.80816644,86.35632229,4.599764709,0,1,5,3,1,7.593821025,5,5,2.86121698,3,96.72719298
2.221078105,67.37857621,87.60886635,5.560320223,4,0,4,5,0,2.513320017,1,2,4.337254777,5,88.07170346
1.198653673,83.24558622,95.28973557,8.011980153,5,0,4,2,1,6.400394124,4,4,2.370321085,3,103.5999008
3.376151714,89.77249804,68.09777763,8.30709023,1,1,5,5,0,1.141522641,4,3,4.638168597,4,97.18266774
9.429097039,96.35889097,44.01974125,4.686500164,9,0,4,1,0,5.695320152,2,3,1.057453718,2,108.1564432
3.23202932,61.73210409,73.17485255,8.761933762,8,1,5,1,1,4.284975947,1,4,2.773458764,3,90.6343534
5.187906217,69.96579579,82.00170456,5.644113089,9,1,5,4,0,3.427320503,4,4,0.629193453,1,110.9080184
7.030189589,57.62080067,81.65421753,7.311568694,5,1,5,5,1,7.036830466,3,1,2.236101426,2,101.278591
3.636296024,99.62417511,66.50143169,7.75912573,6,1,2,2,1,6.979873849,4,4,2.849518483,3,93.67714642
9.717820827,96.3500484,34.79211035,8.059731173,9,1,3,1,1,1.156111934,2,1,3.028376111,3,112.8404101
9.624472949,76.99785651,55.97790569,8.728748511,7,0,2,2,1,5.266535857,4,1,1.827643985,2,114.9701933
2.517822958,92.10166472,94.45366259,5.56459774,10,0,5,3,0,3.57482557,1,1,0.381678211,5,106.4726077
4.972485059,76.04789886,70.91142368,8.292532273,9,0,3,1,1,3.909627011,1,1,3.276630357,1,91.233784
3.008783098,81.1792844,67.68323603,4.658434517,0,1,3,4,1,6.824285175,5,2,2.442159302,2,77.29607884
2.848404944,54.45622161,48.81974601,7.525204532,7,0,5,3,1,3.168878401,1,3,0.684394333,1,62.06104394
0.368869474,87.76352102,55.79142439,7.709888648,3,0,3,5,0,7.601341674,5,1,4.679379847,1,70.55639167
6.09564334,56.38567418,92.67422624,7.388616206,9,0,3,2,0,2.257436785,3,3,4.778343311,2,122.352491
5.026790232,91.30338151,76.65241333,5.261573681,7,0,2,1,1,5.639056964,2,1,4.283031399,3,96.03233024
0.514787512,89.10140438,85.11709187,8.365215735,5,1,3,3,0,5.704735469,3,3,4.219341503,5,92.56175601
2.786464642,85.43723489,61.80417961,4.844292317,10,0,5,3,0,2.76536613,5,4,0.493356379,1,94.26611948
9.08265886,51.80801903,74.11730536,4.268173958,8,1,1,1,1,3.273254263,4,4,4.967100548,1,137.0256561
2.395618907,65.1564178,47.38685261,7.587324953,10,1,1,5,1,6.843589448,4,3,2.001903399,3,88.08957621
1.448948721,63.1556285,79.38225812,6.377378576,3,0,1,5,1,6.332636785,3,1,0.815605579,2,68.19777319
4.894527603,68.00682037,59.93209336,8.2454901,1,1,5,4,1,3.303671162,4,2,4.060508641,5,92.46333428
9.856504541,54.38213734,60.97818604,5.916985705,1,1,1,5,1,4.737695829,5,3,1.128653842,1,106.6843267
2.420552715,96.84789115,75.45256272,4.841392943,4,1,2,4,0,1.431762074,2,5,2.630876603,1,89.4349727
6.721355474,77.69011204,95.5396435,8.182210962,9,1,5,3,1,2.461221177,1,2,0.640080326,2,118.5803848
7.616196153,65.27621553,34.48044426,6.744548158,8,1,5,1,1,4.400743912,5,5,2.373228616,3,101.560163
2.37637544,69.84907585,87.73202661,4.945978962,2,1,5,5,1,1.601816147,5,3,2.790707467,4,94.65834711
7.282163486,72.36012703,50.46681773,7.601919993,7,1,3,4,1,6.903326484,1,1,2.2296198,3,84.11080966
3.677831327,80.02971667,61.07436182,6.555568192,3,0,3,3,1,6.026043471,1,5,0.347434124,1,82.186971
6.323058306,75.78397138,31.53393301,7.021564911,5,0,3,5,0,7.605435695,2,3,2.424695153,1,83.0937895
6.335297108,95.96959866,51.07322545,6.304491691,9,1,4,2,1,5.854268342,2,2,2.344714217,5,107.0238504
5.357746841,74.84817415,65.18418698,8.143544919,5,1,2,3,0,7.582809606,2,1,1.308101386,3,85.60626096
0.902897701,99.60790074,33.93232541,8.147813578,2,0,5,5,1,4.88158789,4,5,4.608007998,4,82.9634876
8.353024956,92.57124789,64.37670106,7.546944109,4,0,5,3,1,5.201530277,5,3,2.088961663,5,124.7303255
3.20780065,60.42552572,94.89774402,4.527006887,2,0,3,1,1,7.838797382,1,1,4.320578981,4,84.36654015
1.865185104,96.52976073,37.37752527,8.19426931,10,0,5,1,0,5.494904028,5,1,0.548319148,5,78.31573482
0.407751416,55.81831989,83.51085097,7.355064903,10,1,5,1,1,1.215505982,5,4,1.594386421,3,93.04398755
5.908929432,90.87248542,58.67697374,7.48512083,0,1,1,2,1,6.066619436,2,1,0.881654269,1,68.38317927
6.775643618,69.03116467,75.86216002,5.814914202,6,0,5,1,1,7.338280845,2,3,2.042053939,4,99.02615093
0.165878289,93.89871602,48.21656186,8.396397781,3,0,4,2,1,6.569061749,5,2,0.558183436,3,64.09156894
5.120930583,93.40283451,41.16445838,7.626858001,6,0,3,1,1,5.086832908,2,4,2.205174029,4,93.94035863
2.264957752,90.29627001,41.232383,4.562952333,2,0,2,3,1,5.699124592,4,3,1.769353717,3,68.35725472
6.451727904,89.50152182,34.9344362,6.038890172,10,1,2,5,1,7.931342525,1,3,1.116575236,5,95.54272521
1.74366429,65.23395695,42.99526934,8.43190181,4,0,1,5,0,1.63463462,5,3,3.21089706,3,80.18272486
6.909377381,54.04596415,76.49535695,4.235983508,4,0,2,1,1,5.6707138,1,5,4.754557441,5,98.61672384
3.867353463,70.14900894,91.71834283,8.807083098,1,0,2,5,1,2.983783862,4,5,1.035567368,1,93.35432186
9.367299887,58.67622575,86.98879799,7.395812842,10,1,3,1,1,5.480632776,2,2,3.558954199,5,126.6819076
1.375209441,84.74755445,77.95940169,7.156879888,9,1,3,1,0,5.253365031,3,3,3.711904446,2,94.66849426
3.410663511,67.30498633,37.73023044,5.352796282,1,1,4,4,0,2.074197825,4,5,2.490602582,1,73.922819
1.134735212,98.78051004,50.24312124,5.243958944,3,0,1,4,1,2.44722652,3,5,4.488341731,3,82.17070768
9.246936183,82.04860387,51.68648127,8.710291097,3,0,2,4,0,5.351407046,1,5,4.83195033,3,102.6553736
8.773393534,91.12402818,47.49698625,5.491362271,3,0,4,2,1,1.897609631,5,2,1.81123226,2,118.4661573
2.579416277,56.62623364,66.05039618,7.877526484,5,1,1,4,1,2.856266126,2,2,3.25516649,3,80.37712477
6.59984046,93.10072411,67.48876704,5.965608991,1,1,2,1,0,6.846718834,4,3,3.31106309,1,102.8663788
8.172222002,96.13785953,54.98201826,4.696270354,5,0,2,3,1,3.289640542,2,4,2.018177631,1,117.6155909
5.552008116,74.35309594,54.76524111,4.053576488,6,0,3,4,0,4.416421094,3,3,1.583955372,5,95.3791498
5.296505784,80.31264689,87.99889185,6.721286685,10,1,5,4,0,7.587982346,3,5,4.668720991,4,128.478318
2.418522909,88.24049005,85.25049938,8.878894093,9,0,1,3,0,2.590043622,5,5,3.949907747,3,111.222716
0.931027678,58.74193136,51.54570822,5.845680969,2,0,2,1,1,3.727382122,3,1,0.57232283,2,54.17236431
8.97215758,75.12830382,93.96519107,5.78596167,10,0,1,2,1,5.245204429,5,3,0.599420358,1,143.5334231
9.004180572,69.93315139,96.69705119,5.720458089,7,1,4,4,1,6.287372507,4,5,4.612713844,1,145.6281809
6.331014573,57.31869961,52.87197794,6.602719187,1,0,4,3,1,7.311573707,5,5,0.407048825,1,90.60556206
3.39029791,68.37672111,54.80974642,6.203324417,10,0,5,1,1,7.408310913,3,4,3.442106731,4,85.24919615
3.492095746,53.40861547,65.39439074,8.399573134,7,0,2,5,1,6.436480521,1,1,1.133791235,4,62.41154206
7.259556789,51.29059535,95.87845688,6.527603959,10,0,3,2,1,2.598315856,5,3,0.175926714,3,126.5533763
8.9711026,56.75831446,91.34236032,6.538789191,4,1,2,3,0,1.17366531,2,2,0.29818773,2,116.9153266
8.870864243,98.15575558,37.17975738,4.691857974,1,1,1,3,1,3.686417512,1,3,1.867610518,4,101.6684156
7.798755459,77.47647679,57.49115203,8.913697705,6,1,4,3,1,1.990841957,5,3,0.387942258,5,110.3514818
6.420316462,98.29110806,68.73598328,5.249864454,1,0,1,4,1,5.972713532,2,4,2.983196,4,103.652722
0.84139965,71.62489392,65.21927308,4.366820337,5,1,5,5,0,5.627914108,1,3,3.236272557,1,53.80657201
1.616287141,65.59080665,43.57041476,7.315731245,9,0,4,2,0,1.307801491,5,4,1.86734286,2,83.32868689
8.985541885,75.30709314,90.11717398,6.976831851,2,1,3,1,0,6.856156454,4,4,3.714390379,3,127.155445
6.064290597,71.97558443,77.38585481,6.07572827,8,0,4,1,1,2.741202864,2,5,2.450212601,4,108.4759317
0.091970516,55.28323421,88.65358624,6.110961169,2,1,2,5,0,4.025589528,4,2,2.151142517,1,64.17667127
1.014715429,82.04131573,90.11349955,7.925319605,10,1,2,3,0,5.675536148,3,4,2.034940444,5,94.64336301
6.635017691,60.80190913,82.38490976,4.9785632,2,1,4,3,1,4.005931508,5,1,2.155532437,5,103.4789875
0.050615838,80.97939774,60.74474209,8.101266595,4,0,5,3,1,4.08901462,5,1,4.83943825,3,69.39415617
1.608080514,82.51005462,72.73827285,7.243735569,6,0,2,3,1,1.459395967,2,2,3.4070353,3,86.64876861
5.487337894,57.60124266,41.22557843,6.094848869,7,0,2,3,0,3.810104845,5,4,1.576049236,4,92.69531768
6.918951977,53.06748136,77.15517922,6.290143083,10,1,3,5,1,6.353935253,3,2,3.669299351,3,116.1397821
6.519612595,89.0380793,42.5477279,5.283236036,6,0,4,4,1,7.40623436,5,5,1.651336942,1,102.277328
2.242693095,72.99002119,78.57647134,7.760571663,8,0,2,2,1,3.894479959,1,1,0.628574539,1,80.78389966
7.121792213,52.90818978,46.07187125,6.564373712,4,0,5,3,1,3.965100788,4,3,2.376801787,1,94.35940358
2.372490875,99.74331586,38.22859101,5.604272714,9,0,1,4,1,5.918389744,3,1,3.755119296,4,80.73329341
3.253996982,52.88902805,41.56991431,6.980250579,10,0,4,1,1,7.599404008,3,4,1.888299554,4,81.04650894
7.464914051,84.75176144,30.13944947,8.97867226,2,0,3,5,0,2.869426582,4,2,4.34587071,3,101.9086126
6.49632899,99.18394626,80.31177325,6.176311398,5,1,2,4,1,4.081009446,4,1,1.93476352,4,112.6973414
8.492234105,61.95900521,81.26807343,8.603457004,4,1,5,3,0,6.571812705,3,3,1.749195128,1,110.7877766
6.576128923,57.11246843,66.04533449,5.7250842,3,0,4,3,0,5.267854986,4,3,4.991219569,2,95.37992111
5.683086033,56.06924697,41.29539607,4.273663535,1,1,5,3,1,1.774104408,2,2,2.412360115,1,77.53075475
0.936747678,65.16375738,35.84880363,5.021210532,6,1,5,4,0,5.394129149,4,2,4.026106049,2,65.68446772
3.677158031,55.05229055,31.33902765,6.093475717,4,0,3,3,0,2.307223992,1,1,4.02494028,3,61.19395959
2.652023677,84.60806708,41.60237239,5.098174643,3,0,4,4,0,4.571511539,1,4,4.631846685,5,74.0236522
2.439896434,53.11458991,92.35988745,4.001135191,7,1,2,3,1,4.703722874,2,5,0.424475272,4,91.62322104
9.730105548,75.47110641,46.90757892,8.575007689,8,0,3,1,0,7.133423536,4,3,1.356101382,4,121.5408471
3.930977247,99.83484269,54.79899291,8.219397056,8,1,2,1,0,4.237459918,1,2,3.838740458,1,95.91426789
8.920465552,90.69851348,37.37418391,7.711461157,2,1,1,2,0,2.956096956,5,5,2.813007462,1,119.988973
6.31138626,80.76097191,45.56529133,4.839072978,2,1,5,3,0,2.616764438,4,5,2.798074712,2,109.8075816
7.948113035,65.31268104,66.34571995,4.601817881,4,0,1,3,1,7.119763137,2,5,0.831076509,4,95.26979883
5.026370931,81.19479181,72.54268782,4.338023747,4,1,5,4,1,2.197075981,4,4,1.405765071,3,111.1770133
5.769038846,76.3520732,47.17466199,7.620145944,9,0,3,4,0,3.981079926,3,2,2.606670429,1,95.16332372
4.925176938,71.30416919,34.04125115,8.644039803,1,0,2,3,1,2.310211804,3,3,1.385906823,4,71.67992589
1.952429878,56.53551884,57.37230084,6.152679105,0,0,2,2,1,6.413128281,1,2,1.051413963,5,48.57015554
7.224521153,94.33021076,46.39423596,4.59570336,7,0,3,3,0,4.32060848,3,1,0.438780279,2,98.92646691
2.807723624,72.48923244,45.36877463,6.561964104,2,0,4,4,1,3.458005834,2,3,0.77863006,1,61.84767385
